,State/UT,District,Households,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
416,Chhattisgarh,Bijapur,34095088.81,19263725.17765,20866194.35172,1431993.7300200001,1056947.75311,920567.3978700001,9580719.955610001
417,Madhya Pradesh,Sheopur,311600164.84,188206499.56335998,126509666.92503999,16514808.736519998,9971205.27488,18072809.560719997,178235294.28847998
418,Madhya Pradesh,Morena,1718815513.96,919566299.9686,613617138.4837201,89378406.72592,36095125.79316001,115160639.43532002,1268485849.30248
419,Madhya Pradesh,Bhind,1293092832.16,667235901.3945601,526288782.6891201,59482270.27936,32327320.804,120257633.39088002,870251476.04368
420,Madhya Pradesh,Gwalior,1979288916.64,952037968.9038401,532428718.57615995,89068001.24880001,39585778.3328,342416982.57872003,1721981357.4768002
421,Madhya Pradesh,Datia,415564533.16,194068636.98572004,144616457.53968,11220242.39532,12466935.9948,46958792.24708,262221220.42396003
422,Madhya Pradesh,Shivpuri,1888928059.24,1025687936.1673199,595012338.6606,79334978.48808001,52889985.658719994,105779971.31743999,1241025734.92068
423,Madhya Pradesh,Tikamgarh,1466828720.64,655672438.12608,482586649.09056,42538032.89856,39604375.45728001,57206320.10496,663006581.7292801
424,Madhya Pradesh,Chhatarpur,2217628208.89,1002367950.41828,645329808.7869899,57658333.431140006,35482051.34224,115316666.86228001,1284006732.94731
425,Madhya Pradesh,Panna,834764999.29,396513374.66275,300515399.74439996,25042949.978699997,19199594.98367,41738249.964499995,449103569.61801994
426,Madhya Pradesh,Sagar,3768916272.25,1944760796.481,1209822123.39225,177139064.79575002,94222906.80625,422118622.492,2438488828.14575
427,Madhya Pradesh,Damoh,1368267498.01,740232716.42341,466579216.82141,68413374.9005,39679757.44228999,80727782.38259001,768966333.88162
428,Madhya Pradesh,Satna,3317806080.16,1300579983.42272,776366622.7574399,72991733.76352,76309539.84368,756459786.27648,2007272678.4968
429,Madhya Pradesh,Rewa,3824173232.01,1326988111.5074701,833669764.5781801,80307637.87221001,91780157.56823999,680702835.29778,2275383073.04595
430,Madhya Pradesh,Umaria,282461803.56,133321971.28032002,79936690.40748,11863395.749520002,5931697.874760001,16382784.60648,155918915.56512
431,Madhya Pradesh,Neemuch,586593868.09,271592960.92567,161899907.59284002,16424628.30652,8212314.15326,77430390.58788,373073700.10524005
432,Madhya Pradesh,Mandsaur,1475474061.61,733310608.62017,435264848.17494994,33935903.41703,25083059.04737,196238050.19412997,1006273310.01802
433,Madhya Pradesh,Ratlam,1397765336.89,806510599.3855301,384385467.64475006,48921786.79115,19568714.71646,187300555.14326,1157349698.94492
434,Madhya Pradesh,Ujjain,2395603236.01,1315186176.56949,721076574.0390102,91032922.96838002,45516461.48419001,428812979.24579,2002724305.3043602
435,Madhya Pradesh,Shajapur,1494657456.64,847470777.91488,479785043.58144003,65764928.09216001,35871778.95936,200284099.18976003,996936523.5788802
436,Madhya Pradesh,Dewas,1413827680.81,692775563.5969,431217442.64705,87657316.21022,36759519.70106,306800606.73577,1092888797.26613
437,Madhya Pradesh,Dhar,2659588669.44,1502667598.2336001,816493721.51808,125000667.46368,79787660.0832,510641024.53248,2031925743.4521604
438,Madhya Pradesh,Indore,6214452691.24,2572783414.17336,1447967477.05892,285864823.79704,167790222.66347998,2578997866.8645997,5611650780.189719
439,Madhya Pradesh,Khargone (West Nimar),2117499865.69,1204857423.57761,624662460.37855,133402491.53847,67759995.70208,275274982.53970003,1562714900.87922
440,Madhya Pradesh,Barwani,895625329.0,539166448.0580001,334963873.046,46572517.108,36720638.48899999,92249408.88700001,592008342.469
441,Madhya Pradesh,Rajgarh,1613765480.89,974714350.45756,576114276.6777301,104894756.25784999,51640495.38848001,125873707.50942001,984396943.3429
442,Madhya Pradesh,Vidisha,1416837352.81,640410483.47012,433552229.95986,42505120.5843,29753584.40901,162936295.57314998,1013038707.2591499
443,Madhya Pradesh,Bhopal,4910071169.61,2288093165.03826,1477931422.05261,211133060.29322997,127661850.40986,1055665301.4661499,4119549711.3027897
444,Madhya Pradesh,Sehore,1086671446.09,473788750.49524,340128162.62617,71720315.44194,27166786.15225,235807703.80152997,859557113.8571899
